,pid,ASIN,product_name,review,rating,img_link,skin_type,img_files,product_link,product_img
614,614,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"I was suffering from itchy legs, a wintertime horrid problem, I mean a month of this was just too much. This stuff healed my dry skin in 2 days! Seriously, I haven't itched since, amazing, and not too much impresses me. Nor do I write many reviews. I now use it on my face, ears, elbows and feet. And if you wanted to compliment me on my legs, thanks, I know I've got good looking ones LOL. FYI it comes in a nice 19 Oz size, plenty without worrying about running out soon.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61H8xBcAkrL.jpg,https://images-na.ssl-images-amazon.com/images/I/71K6pxHQF2L.jpg",oily,"oily_B00TTD9BRC_pid614_0,oily_B00TTD9BRC_pid614_1",https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
615,615,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"there are 2 before and 2 after photos. I had started a new acne medicine and it was causing me so much texture and redness and overall drying my face out so I read the reviews and bought this. These photos were taken about a month apart, using this moisturizer 2-3 times a week, I find that I do not need to use it as often as a daily moisturizer, only when I am doing heavy exfoliants or after deep cleansing my skin. as you can see the texture is gone and the redness has gone down drastically, my face is no longer itchy and craving moisture. it is very thick so use sparingly. it is a very large container of it so it will last a long time! there is no scent and has not broken my skin out at all. it soothes my face, and will sink into your skin but no so much that your pores are clogged. no oily residue left on the skin once it absorbs either. I have incredibly sensitive skin as well and this has NEVER caused me any problems, only solved them",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/716x-vPvohL.jpg,https://images-na.ssl-images-amazon.com/images/I/71Et+8d048L.jpg,https://images-na.ssl-images-amazon.com/images/I/71fzEcVTVvL.jpg,https://images-na.ssl-images-amazon.com/images/I/71iVD47VNKL.jpg",oily,"oily_B00TTD9BRC_pid615_0,oily_B00TTD9BRC_pid615_1,oily_B00TTD9BRC_pid615_2,oily_B00TTD9BRC_pid615_3",https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
616,616,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"This is one of my two most favorite body moisturizers!I am a huge fan of Cerave and this product is truly off the charts in quality. With 3 ceramides, Hyaluronic Acid (HA), Petrolatum, and Dimethicone, my skin has never been so soft and healthy. And there are NO perfumes/fragrances for my sensitive skin!This is definitely a cream, versus a lotion. But it is not too thick. It applies easily to the skin and soaks in quickly, there is no cast.  It does briefly leave a rather slippery feel to the skin but that fades. I attribute that to the HA, which if you have used pure HA serum you know that feeling.I love this tub, 19 ounces of wonderful skin softening Cerave! You can not go wrong trying this product. I use it daily, it is even gentle enough to use on your face and neck.I recommend this product, can I give more than 5 stars?!If you find this review helpful please give it a 'yes' so I know!",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/51NaGTRYVxL.jpg,https://images-na.ssl-images-amazon.com/images/I/6121-3IlPzL.jpg,https://images-na.ssl-images-amazon.com/images/I/61nM007aRRL.jpg,https://images-na.ssl-images-amazon.com/images/I/71-wVfCPdQL.jpg",oily,"oily_B00TTD9BRC_pid616_0,oily_B00TTD9BRC_pid616_1,oily_B00TTD9BRC_pid616_2,oily_B00TTD9BRC_pid616_3",https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
617,617,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"I’m sure it’s a great product however there was apparently an explosion on the way to my house.Update: After dropping off the explosion at the UPS store, I picked some up from Walgreens. It really DOES feel good and the moisture does stay on for a long time. I’m have acne prone skin, and it feels pretty good so far. It’s a little heavier than I’d like, but I haven’t found any light feeling moisturizers that actually do their job.Update #2: Ok so after a week or so worth’s of use...y’all. Apparently most moisturizers don’t work. I have acne prone combination skin and on other moisturizers, I would have oily and dry patches. Y’all! I have NORMAL SKIN NOW!!! Granted I am using other stuff as well, but I have not oily and not dry anymore!! AND my skin looks SO healthy now. I don’t think I could ever really say that before. Again, I’m using other stuff but wow. I am the world’s biggest skeptic when it comes to face stuff as having struggled most of my life with skin issues. Hopefully they’ll package a little better but the actual product has worked amazingly well in only about a week and a half. The only reason it’s not given more stars is because it came damaged and I had to get it from somewhere else. I didn’t want to risk another potential explosion.",3.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71BlAglqnkL.jpg,oily,oily_B00TTD9BRC_pid617_0,https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
618,618,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,I use this on my face as a moisturizer and it’s incredibly lightweight. Dries quickly and I can apply makeup over it within minutes.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61lXQtpUbyL.jpg,oily,oily_B00TTD9BRC_pid618_0,https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
619,619,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"Ive heard good things about CeraVe, but I haven't tried it until now it and I love it. I didn't expect the container to be this big, I can already tell you that it's money well spent. This moisturizer isn't exactly scentless, it's smells like milk on your face, but it's very light so it's not bad. What I love about this cream is how soft it makes my skin feel the next morning, and I have dry skin so most of the time my skin would be peeling off my face which is extremely uncomfortable. They also last pretty much the entire day. So I don't have to worry about my skin drying anymore when I'm outside. Definitely the best moisturizer I've used!",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61qgedjbTcL.jpg,oily,oily_B00TTD9BRC_pid619_0,https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
620,620,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"There are moisturizing creams and there are lotions. I was looking for a cream, but I’m one of those people who read everything and check it out first. At first I thought I was looking at a popular product, but the ingredients convinced me this was a much better product.The selling point for me was “hydration”, which is a big issue for skin health. Bought the jar, tried it out, and very happy with it. The cream is very smooth, non-greasy, and obviously formulated to deliver a better-than usual experience for general use. Surprisingly nice fragrance, too, rather than the iffy, chemical smells you get from some products. I have really dry skin and this cream has helped my skin quite a bit.I would seriously advise anyone looking for a better moisturizing cream to try this product.Pros:- Great for dry skin- Not greasy- Neutral/gentle smell- HydrationCons:- None so far",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/612Ufz3cvdL.jpg,https://images-na.ssl-images-amazon.com/images/I/61FKzqoa7rL.jpg,https://images-na.ssl-images-amazon.com/images/I/71TG3Db1eOL.jpg,https://images-na.ssl-images-amazon.com/images/I/71ljcx9QADL.jpg",oily,"oily_B00TTD9BRC_pid620_0,oily_B00TTD9BRC_pid620_1,oily_B00TTD9BRC_pid620_2,oily_B00TTD9BRC_pid620_3",https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
621,621,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,This is the best cream i have ever used! My skin has been so dried out due to hypo thyroid and this is the only thing i could find to ease it! Baby lotion didnt even help! My face is smooth again! And it works fast! This is a definate must have!!! And the jar is huge! My husband has even started getting into it! Lol he has psoriasis on his hands and he says it really helps with that! Definitely worth the price!,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71BoUy7GltL.jpg,https://images-na.ssl-images-amazon.com/images/I/71poa95TtqL.jpg",oily,"oily_B00TTD9BRC_pid621_0,oily_B00TTD9BRC_pid621_1",https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
622,622,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,If I could give this 50 ⭐️ stars I would. My husband and my son had extremely bad eczema. So bad that his pediatrician scheduled to meet with the dermatologist in July. We tried every product on the market literally. All the other products kept making his skin worse. My husband seen a commercial for this and told me to order it for our son. We have been using it for almost a week now and his skin has cleared up amazing. I wish I had before pictures but they weren’t really that clear so we attached pictures since using it. He does still try to itch but we stop him. This product is amazing!!!! We use it 2 times a day on him. If you haven’t you should try this product.,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71YrMWheYyL.jpg,https://images-na.ssl-images-amazon.com/images/I/71bS6SrSNLL.jpg,https://images-na.ssl-images-amazon.com/images/I/71bVDfkbjYL.jpg",oily,"oily_B00TTD9BRC_pid622_0,oily_B00TTD9BRC_pid622_1,oily_B00TTD9BRC_pid622_2",https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
623,623,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"The product is good but this time when I got it, it’s open because of shipping or?!",1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61BgTkkmmJL.jpg,https://images-na.ssl-images-amazon.com/images/I/61Xj+FHX90L.jpg",oily,"oily_B00TTD9BRC_pid623_0,oily_B00TTD9BRC_pid623_1",https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
624,624,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"I'm not sure what I expected, afterall this lotion is hyped up in the skincare community, but it exceeds all expectations. It's seriously the most amazing lotion ever. I use it at night, after a double wash and serums. My bf uses it after shaving. I even used it on my feet.  It soaks in so well, has almost no scent, doesn't clog my pores. It's seriously a holy grail product.  I barely use any and it covers my entire face. About a tsp size drop covers my body! Seriously. To put it on my face, I use my middle 3 fingers and just tap them parallel into the lotion (see image). I do that twice and it covers my entire face with a little left over for my hands. I will never wear another lotion.  Ever.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61jdPyeJipL.jpg,oily,oily_B00TTD9BRC_pid624_0,https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
625,625,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"this stuff is amazing. I've been using it since early 2017 and I'll never use another face moisturizer again. it absorbs easily and isn't greasy, has no fragrance, provides long lasting moisture, and keeps your skin in great shape. plus I use it twice a day and a tub still lasts for a year!!! can't say enough good things about CeraVe!",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61BfP8pW79L.jpg,oily,oily_B00TTD9BRC_pid625_0,https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
626,626,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"Although it's a good product, received A USED cream.  Utterly disgusted and will be removing from my subscribe and save.",1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71tLvRwoSzL.jpg,oily,oily_B00TTD9BRC_pid626_0,https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
627,627,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"Different labeling from my last container. And cream is not as thick. So my thoughts are, is this container authentic. I have my concerns. But, because I did not need to open this right away, it has passed the return date.",2.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71TP8vLmRcL.jpg,oily,oily_B00TTD9BRC_pid627_0,https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
628,628,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"I have a hormonal disorder that wreaks havoc on my skin. I struggle with a dry and red patchy face. I've tried countless creams, lotions, butters, etc. and nothing works. I've had this product for 2 days and already see results. I love that is is fragrance free too! Highly recommend this moisturizer!",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61jhJzFKzzL.jpg,oily,oily_B00TTD9BRC_pid628_0,https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
629,629,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"This moisturizer burned my face! And I'm not saying it felt like it was burning, it seriously caused burn marks on my face! I am incredibly angry! Initially it seemed as though it might be causing me acne, but this is definitely not acne. I'm glad I stopped using this when I did because aside from the bigger burns I have various smaller burn marks all around my face that could have resulted a lot worse. This area around my nose is what suffered the most. I'm really hoping this doesn't scar.",1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71rD-Bg5ZeL.jpg,https://images-na.ssl-images-amazon.com/images/I/71vFVY62xHL.jpg",oily,"oily_B00TTD9BRC_pid629_0,oily_B00TTD9BRC_pid629_1",https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
630,630,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"The tub’s quite dirty and there is no manufacturing date so I’m not sure how long it’s been sitting around for. However it is sealed. Quite like the product, have only used it for a day so I can’t vouch for its long-term effectiveness. I have very oily skin but have eczema and rosacea so it seems to be gentle enough for my skin, and it absorbs quite quickly! Doesn’t feel too heavy.",4.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/617Il5r6WGL.jpg,https://images-na.ssl-images-amazon.com/images/I/71tnnWgn5dL.jpg",oily,"oily_B00TTD9BRC_pid630_0,oily_B00TTD9BRC_pid630_1",https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
631,631,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,Had this product for 6 months it's still hydrating. Only use it as a face moisturizer and its past halfway. Still have months of use left and I use this product everyday.,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/614pdl2l+cL.jpg,https://images-na.ssl-images-amazon.com/images/I/71-Rb8jChVL.jpg",oily,"oily_B00TTD9BRC_pid631_0,oily_B00TTD9BRC_pid631_1",https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
632,632,B00TTD9BRC,CeraVe Moisturizing Cream for Normal to Dry Skin | 19 Ounce | Fragrance Free | Packaging May Vary,"Haven't tried it as yet but it arrived early, bigger than I thought, excellent package didn't spilled and it absolutely worth the money. Will give further reviews once I tried it",4.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71jGeaRhmOL.jpg,https://images-na.ssl-images-amazon.com/images/I/71xPA32rS6L.jpg",oily,"oily_B00TTD9BRC_pid632_0,oily_B00TTD9BRC_pid632_1",https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=sr_1_1?dchild=1&keywords=B00TTD9BRC&qid=1592515506&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
633,633,B01685610I,"Garnier SkinActive Clearly Brighter SPF 30 Face Moisturizer with Vitamin C, 2.5 Fl Oz (Pack of 1)",I really wanted a cream that moisturize and not turn up with white little things on my skin when i touch it. Even when I apply minimal amount i still get these white stuff like dead skin on my face everytime I touch it.  I added a photo to show what I mean. I had this problem with Olay and this product and will continue to search for better options,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71Jv2WUorYL.jpg,oily,oily_B01685610I_pid633_0,https://www.amazon.com/Garnier-SkinActive-Face-Moisturizer-Vitamin/dp/B01685610I/ref=sr_1_1?dchild=1&keywords=B01685610I&qid=1592515573&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
634,634,B01685610I,"Garnier SkinActive Clearly Brighter SPF 30 Face Moisturizer with Vitamin C, 2.5 Fl Oz (Pack of 1)",Fresh and soft.,4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/5197cJEXS-L.jpg,oily,oily_B01685610I_pid634_0,https://www.amazon.com/Garnier-SkinActive-Face-Moisturizer-Vitamin/dp/B01685610I/ref=sr_1_1?dchild=1&keywords=B01685610I&qid=1592515573&sr=8-2,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
635,635,B01685610I,"Garnier SkinActive Clearly Brighter SPF 30 Face Moisturizer with Vitamin C, 2.5 Fl Oz (Pack of 1)","Nice, light, creamy texture! Love it!",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71hD+MKCTtL.jpg,oily,oily_B01685610I_pid635_0,https://www.amazon.com/Garnier-SkinActive-Face-Moisturizer-Vitamin/dp/B01685610I/ref=sr_1_1?dchild=1&keywords=B01685610I&qid=1592515573&sr=8-3,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
636,636,B01685610I,"Garnier SkinActive Clearly Brighter SPF 30 Face Moisturizer with Vitamin C, 2.5 Fl Oz (Pack of 1)","Just got delivered, opened it and this is what I see! Not pleased. Why is it out of the box???",2.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61HkN1EcluL.jpg,oily,oily_B01685610I_pid636_0,https://www.amazon.com/Garnier-SkinActive-Face-Moisturizer-Vitamin/dp/B01685610I/ref=sr_1_1?dchild=1&keywords=B01685610I&qid=1592515573&sr=8-4,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
637,637,B01685610I,"Garnier SkinActive Clearly Brighter SPF 30 Face Moisturizer with Vitamin C, 2.5 Fl Oz (Pack of 1)","I think I am going to love this (thus the four stars), but haven't tried it yet. The ingredients and price are just what I was looking for. However, the wording on the bottle itself was different than the wording on the box. Should I be concerned? I would love to hear comments from others. Thank you.",4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/51iHLrbH+SL.jpg,oily,oily_B01685610I_pid637_0,https://www.amazon.com/Garnier-SkinActive-Face-Moisturizer-Vitamin/dp/B01685610I/ref=sr_1_1?dchild=1&keywords=B01685610I&qid=1592515573&sr=8-5,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
638,638,B01685610I,"Garnier SkinActive Clearly Brighter SPF 30 Face Moisturizer with Vitamin C, 2.5 Fl Oz (Pack of 1)","I really enjoyed using this Garnier SkinActive Clearly Brighter Anti-Sun Damage Daily Moisturizer Spf 30 , the product is very light going on and absorbs very quickly without leaving an oily feel to my skin. The scent of this moisturizing sun screen is light and I really enjoyed wearing it. This post was sponsored by Garnier SkinActive as part of a sampling activation for Crowdtap. I received complimentary products to facilitate my review.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/11ZqaarAOJL.jpg,https://images-na.ssl-images-amazon.com/images/I/21VJQLivFdL.jpg,https://images-na.ssl-images-amazon.com/images/I/41ujJZl6z6L.jpg",oily,"oily_B01685610I_pid638_0,oily_B01685610I_pid638_1,oily_B01685610I_pid638_2",https://www.amazon.com/Garnier-SkinActive-Face-Moisturizer-Vitamin/dp/B01685610I/ref=sr_1_1?dchild=1&keywords=B01685610I&qid=1592515573&sr=8-6,https://images-na.ssl-images-amazon.com/images/I/61S7BrCBj7L._SL1000_.jpg
639,639,B001IJ4KWQ,"Neutrogena Visibly Even Daily Facial Moisturizer With Broad Spectrum SPF 30 Sunscreen, Face Lotion with Soy for Skin Discoloration, Dark Spots & Even Skin Tone, Hypoallergenic, 1.7 fl. Oz","I’ve just started using it but so far it’s been a good moisturizer. It absorbs into the skin very well, not greasy at all. I have a bad dry skin under my nose (winter runny nose) so I did use more there than the rest of my face but it’s working well there too. It does has a light smell of sunscreen but it’s not overwhelming. I also just used this after using my Aztec clay mask today and it doesn’t burn at all. I consider myself a person with normal skin but usually moisturizers  would burn or irritate my face after my mask but all I felt was a slight warm sensation and that was about it, imagine steam from a cup of hot cocoa rising up to your face.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61ZZi4h1y2L.jpg,https://images-na.ssl-images-amazon.com/images/I/61hrELndPfL.jpg",oily,"oily_B001IJ4KWQ_pid639_0,oily_B001IJ4KWQ_pid639_1",https://www.amazon.com/Neutrogena-Moisturizer-Sunscreen-Discoloration-Hypoallergenic/dp/B001IJ4KWQ/ref=sr_1_1?dchild=1&keywords=B001IJ4KWQ&qid=1592515599&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/71pgnBEphkL._AC_SX679_.jpg
640,640,B001IJ4KWQ,"Neutrogena Visibly Even Daily Facial Moisturizer With Broad Spectrum SPF 30 Sunscreen, Face Lotion with Soy for Skin Discoloration, Dark Spots & Even Skin Tone, Hypoallergenic, 1.7 fl. Oz",One of the products were open,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71BzbXZRzmL.jpg,oily,oily_B001IJ4KWQ_pid640_0,https://www.amazon.com/Neutrogena-Moisturizer-Sunscreen-Discoloration-Hypoallergenic/dp/B001IJ4KWQ/ref=sr_1_1?dchild=1&keywords=B001IJ4KWQ&qid=1592515599&sr=8-2,https://images-na.ssl-images-amazon.com/images/I/71pgnBEphkL._AC_SX679_.jpg
641,641,B001IJ4KWQ,"Neutrogena Visibly Even Daily Facial Moisturizer With Broad Spectrum SPF 30 Sunscreen, Face Lotion with Soy for Skin Discoloration, Dark Spots & Even Skin Tone, Hypoallergenic, 1.7 fl. Oz","Holds up to Florida heat,humidity,and rain. Genuinely not sticky,not oily,absorbs super fast,leaves my skin very soft. Has a light sunscreen scent. I would highly recommend this one for sun protection. Haven’t used it long enough to see if it evens skin tone.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71oP1MVd+0L.jpg,oily,oily_B001IJ4KWQ_pid641_0,https://www.amazon.com/Neutrogena-Moisturizer-Sunscreen-Discoloration-Hypoallergenic/dp/B001IJ4KWQ/ref=sr_1_1?dchild=1&keywords=B001IJ4KWQ&qid=1592515599&sr=8-3,https://images-na.ssl-images-amazon.com/images/I/71pgnBEphkL._AC_SX679_.jpg
642,642,B001IJ4KWQ,"Neutrogena Visibly Even Daily Facial Moisturizer With Broad Spectrum SPF 30 Sunscreen, Face Lotion with Soy for Skin Discoloration, Dark Spots & Even Skin Tone, Hypoallergenic, 1.7 fl. Oz","I haven't even tried it yet but fortunately for me, I did not try it on my sensitive face yet because they sold me an EXPIRED product. I bought it two weeks ago and did not even check the item because I read customer reviews for this seller and it seemed there was no problem. so I did not touch it until today (I have a lot of skincare products so I was thinking about saving it until I finished my current one. I decided to try it today to see how it feels, and I saw the expiration date was May 2014. I was so surprised at first, thinking I saw it wrong. I turned my light on, just so I can make sure I saw everything right, I checked with my bf as well. YET the item is expired, it is said EXP 2015/04. I do not know if it is a mistake to send me an expired item or not, but either way, it is unethical and irresponsible. It is a skincare product, it could totally ruin my face. Lucky for me, I checked it before using, and I checked it just 2 weeks after I bought it, not months after.",1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71XnyRwmtOL.jpg,oily,oily_B001IJ4KWQ_pid642_0,https://www.amazon.com/Neutrogena-Moisturizer-Sunscreen-Discoloration-Hypoallergenic/dp/B001IJ4KWQ/ref=sr_1_1?dchild=1&keywords=B001IJ4KWQ&qid=1592515599&sr=8-4,https://images-na.ssl-images-amazon.com/images/I/71pgnBEphkL._AC_SX679_.jpg
643,643,B00AE46MLS,Dramatically Different Moisturizing Gel - Combination Oily To Oily Skin Clinique 6.7 oz Moisturizer For Unisex,Please save your money and look at the pictures. Very clearly a fake replica from China. SAD!,1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/41QcWLEDQ7L.jpg,https://images-na.ssl-images-amazon.com/images/I/41wasVpGVSL.jpg,https://images-na.ssl-images-amazon.com/images/I/51G695dKCpL.jpg",oily,"oily_B00AE46MLS_pid643_0,oily_B00AE46MLS_pid643_1,oily_B00AE46MLS_pid643_2",https://www.amazon.com/Dramatically-Different-Moisturizing-Gel-Combination/dp/B00AE46MLS/ref=sr_1_1?dchild=1&keywords=B00AE46MLS&qid=1592515643&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/81ridhxQBOL._SL1500_.jpg
