,pid,ASIN,product_name,review,rating,img_link
376,376,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","Urban Botanics Neem & Basil Mattifying Moisturizer - Oil Free Moisturizer @iurbanbotanicsThis product is made up of neem and basil which both having benifit like 🍀 NEEM is rich in vitamin C  and help in keeping skin wrinkles free and smooth also it heals dryness and help with acne treatment.🍀BASIL  is an skin cleanser for those who suffer from oily skin and clogged pores as it remove dirt and impurities.These two natural ingredients makes it a perfect mattifying moisturizer which is free from✴oil, ✴paraben ✴phthalate ✴Cruelty✴ SLS, DEA, PABA✴propylene glycolMade for all kind of skin (sensitive , oily, delicate or blemish prone skin).I am using this since last 2 weeks and It really helped me to keep my skin✴Moisturized for longer hours✴Eliminate dryness without  leaving skin greasy  or shiny.✴ It is non-comedogenic so it won't clog pores  which can cause breakouts ✴Soft, hydrate and soothes ✴ Prevent from acne.I will highly recommend this product as it can be used by all skin types and contain no harmful chemical.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61WnUjTwp2L.jpg,https://images-na.ssl-images-amazon.com/images/I/61z1FmKpyuL.jpg,https://images-na.ssl-images-amazon.com/images/I/71+42pMOFxL.jpg,https://images-na.ssl-images-amazon.com/images/I/714NtVsHVCL.jpg,https://images-na.ssl-images-amazon.com/images/I/71q6MwAK1zL.jpg,https://images-na.ssl-images-amazon.com/images/I/71zLpmHwqoL.jpg"
377,377,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml",Best oil free moisturizer for sensitive skin and pleasant smell in good price.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71bdloWEkxL.jpg
378,378,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","This is an amazing moisturiser. You can purchase this product from @amazondotinI have an oily skin and this moisturiser is meant for oily skin as it claims to give you an oil free and mattifying finish. So here is my review. This product is priced at ₹599 for 100ml of the product. I find it a little pricey, And not an affordable moisturiser. It has a shelf life of 2 years and is pretty decent. It does not have any sort of noticeable fragrance. It is formulated without any harmful chemicals. The packaging is sturdy and travel friendly. The texture is nor too thick nor too runny. Now coming to my experience, it is a good moisturiser and keeps your skin moisturised really well. As it is winters my skin still feels a bit oily. This moisturiser did not give me any mattifying finish. Nor it is oil free. It makes my skin feel really moisturised and does add a glow and shine to the skin. After 2-3 hours my skin feels too much moisturised, hydrated, oily and glowy that I need to use a blotting paper. I have tried and tested this product for more than 12 days. It is a good moisturiser. But when looking at the claims that it is for oily skin & gives no shine; So then this does not do what is claims. If I ignore the claims then this moisturiser is good for all skin types, but if I consider the “oily skin part” it is definitely not for oily skinned people. Every type of skin can give this a try.",3.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71UowMWWxSL.jpg,https://images-na.ssl-images-amazon.com/images/I/71yrrq8uD+L.jpg,https://images-na.ssl-images-amazon.com/images/I/71zR7grTBZL.jpg"
379,379,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","Hello Guys.First of all I am very impress with the product, that going so well into my skin, even my husband loves this product. I am using this as day and night cream.Let me tell you about the product.The Oil-free formula absorbs quickly into skin, eliminating dryness without leaving skin greasy or shiny.* It is also non-comedogenic, so it won't clog pores which can cause breakouts.* Lightweight and non-greasy , sheer formula absorbs quickly into skin.* Ingredients like NEEM & BASIL  help clear over reactive, sensitive, oily, delicate or blemish-prone skin by helping to soothe & condition.* 100% VEGAN, CRUELTY-FREE & SAFE: This product is 100% vegan, paraben-free and phthalate-free.This is amazing moisturiser for summers which is non sticky. Mine is sensitive skin + little bit acne. This goes for me like a best moisturizer.Girls who have acne prone skin , Do try you will be in love for this. Thanx Urban Botanics. You are vardan in summers.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61FJCZo-0IL.jpg,https://images-na.ssl-images-amazon.com/images/I/71OQNb2mbFL.jpg"
380,380,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","➡️. Hydrates and soothes skin.🌸➡️. Non Comedogenic Ingredients.🌸➡️. Contains Natural Extracts.🌸➡️. Good For Oily/ Acne Prone Skin.🌸➡️. Oil Free Moisturizer.🌸➡️. Controls shine in oily areas.🌸➡️. Small quantity is enough.🌸➡️. Free from Parabens, Propylene glycol, DEA, Phthalates, SLS, PABA.🌸 ➡️. Easy to carry.🌸➡️. Travel friendly.🌸➡️. Convenient pump bottle packaging.🌸➡️. Gives softer and smoother skin.🌸➡️. Oil free formula that quickly absorbs into the skin.🌸➡️. Contains Neem & Basil extracts which is good for acne prone and oily skin concerns.🌸➡️. Suitable for all skin types, even dry skin people can also give it a try as it doesn't make skin too dry or matte.🌸➡️. Suitable for sensitive skin too.🌸➡️. Formulated without any harmful chemicals.🌸➡️. Completely safe for the skin.🌸➡️. Keep the skin moisturized for long hours.🌸➡️. Doesn't clog pores.🌸➡️. Doesn't make skin shiny or greasy.🌸➡️. Doesn't contain any specific fragrance.🌸➡️. Good for Summers.🌸➡️. Go well under the makeup also.🌸➡️. 100% natural product.🌸➡️. Recommended ✔️✔️✔️➡️. Easily available online. ➡️ How to use ➡️ 🌸 Pump out a small quantity of the Moisturizer on your finger tips and massage on your face using a gentle circular motion.🌸",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/51K6ezaaF8L.jpg
381,381,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","To find out a good Moisturizer in summer is such a big struggle.So here I am with an honest review about Urban Botanics Neem and Basil Mattifying Moisturizer.The best part of this moisturizer is its Non Comedogenic and 100% Paraben free,Phthalate free.This product is also 100% Vegan,Cruelty-free and Safe.My skin type is combination and sensitive,I am using it for last 8 days and I am in love with the product.  Lightweight and non greasy lotion keep my skin moisturized for 12 hours.The lotion absorbs quickly into the skin,leaving it feeling soft and smoother.It has a fresh fragrance.I use it also before my makeup as a base,so that my makeup don't look greasy after some time.Although the product is new in the market but its worth the money.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/714JcBVLNWL.jpg,https://images-na.ssl-images-amazon.com/images/I/71IwkELo7mL.jpg,https://images-na.ssl-images-amazon.com/images/I/71n7nnYCrzL.jpg"
382,382,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","I have dry-combination skin and I was looking for a good moisturizer for summers which doesn't leave skin oily, especially on face. My search ended at Urban Botanics... Superb experience! Sharing this review after 10 days of usage:1. Has pure herbal ingredients like Basil & Neem and really good for sensitive / oily as well as very good for all skin types at least in summers. Hydrates the skin very well but doesn't make it oily.2. It's very light to apply on skin, gets absorbed very easily & quickly.3. Like it says it actually has a very nice mattifying finish. Can be used as a nice primer too.4. It has no parabens, SLS or any other harmful chemicals 🙂4. Has a very nice mild fragrance . . .  I really like it.5. I liked the packaging too.. Vibrant colours and pump bottle makes it easy to use.Looks nice too.Overall I would highly recommend this moisturizer to not just people with acne prone skin but to all people. A natural product with great results.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71WOXRzGePL.jpg,https://images-na.ssl-images-amazon.com/images/I/71qNmsSsGTL.jpg"
383,383,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","Urban Botanics Neem & Basil moisturizer is an oil free moisturizer, we all want our face to be nourished, moisturised and at the same time oil free and this product does this job quite effectively. It's smell is really subtle and pleasant. It comes in a very beautiful and very ergonomically designed bottle. I am very happy with this moisturizer as I can use it everyday.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71Z+6MP2q2L.jpg,https://images-na.ssl-images-amazon.com/images/I/8146R1-WLsL.jpg"
384,384,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","Recently I ordered neem and basil mattifying moisturizer from Urban Botanics.Well after using it for around 2 weeks i am writing this review.The product is good,it doesn’t leaves skin oily at all after it’s application,it’s fragrance is good too.As it is mattifying moisturizer it actually gives the face a matte look after it’s application..This moisturizer is especially formulated for oily or acne prone skin but the ones who doesn’t have an oily skin can apply it too.It doesn’t feels heavy at all after applying this on the face.It hydrates and soothes the skin and moisturizes dry skin without leaving it oily.Also it makes skin softer and smoother..To see the results you will have to apply it regularly..Overall it’s a great product.Loved it!",4.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61yo3Y8yd+L.jpg,https://images-na.ssl-images-amazon.com/images/I/71VbbhTQfUL.jpg,https://images-na.ssl-images-amazon.com/images/I/71aCq5bXe-L.jpg"
385,385,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","The packaging of this moisturizer is very elegant and it comes with a press nozzles for easy application.As it is mentioned in product that it is for Oily/Acne Prone Skin but I am using this for my dry skin and it works good on my skin as well.I have used so many moistiruzer till now but never found any with the combination of Neem and Basil which is amazing .It is lightweight and non-greasy lotion keeps skin moisturized for more than 10 hours.As it contains the goodness of neem and basil which is great for acne prone skin.You can use it as base moisturizer before you put the makeup on your face.The best part is that this product is 100% vegan, paraben-free and phthalate-free.It has non comedogenic Ingredients so it wont clog pores.According to me it it will suit for all skin type",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/81YacJgeayL.jpg
386,386,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","It is one of the best moisturizers I have ever tried. I have combination to dry skin. Any oil-based product would make my skin oily (especially in the T-zone area). Besides that, anything (skincare, makeup) oil-free mattifying product would make my skin drier and I feel very stretchy skin and my skin looks very dull. But after using this moisturizer it makes my skin so soft, hydrated and glowy without doing my skin dry in this dry weather. As well as also it does not make my T-zone oily. After using it for a couple of days my complexion has started getting better and even. Also, skin texture is improving. It is a great product, who has oily T-zone skin.WHAT I AM LIKES ABOUT THIS URBAN BOTANICS MATTIFYING MOISTURIZER:Vegan, SLS free, Paraben-freeNo animal testingThis moisturizer has the goodness of neem and basilIt has non-comedogenic ingredients that do not clog your pores. That reduces the chances of acneTravel-friendly packagingVery mild fragranceOil-free moisturizer but really hydrate the skinGives matte finishGood for summerGo well under the makeup alsoWHAT I AM DO NOT LIKES ABOUT THIS URBAN BOTANICS MATTIFYING MOISTURIZER:It only available on onlineFor very sensitive acne-prone oily skin it not goes wellPersonally, I do not like its smell",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/51RRwf5TNAL.jpg,https://images-na.ssl-images-amazon.com/images/I/61Aygy+m4BL.jpg,https://images-na.ssl-images-amazon.com/images/I/61aP6L1A8+L.jpg,https://images-na.ssl-images-amazon.com/images/I/71jcM7yqoYL.jpg"
387,387,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","My skin is super duper dehydrated due to excessive traveling.. I don't use any mosturizer as such but when I do I used oil based moisturizer. I usually prefer that to hydrated my skin. I'm a chemical free person I'm glad to see that this brand believes in selling products which are paraben, SLS, Vegan, Cruelty-free. A Lightweight and non-greasy lotion keep skin moisturized for about 12 hours. Very convenient and travel-friendly packaging. Easily fit in the vanity bag. All details of the product written on the box and as well as also on the bottle. Makes it extremely user friendly.. Use a little amount Everyday and for better results use regularly.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71Elvmoet8L.jpg,https://images-na.ssl-images-amazon.com/images/I/71UmoxIcblL.jpg"
388,388,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","I have very sensitive acne prone skin so I only use products which contains natural ingredients in it to avoid breakouts. I am so happy that I found this neem and basil moisturizer which suited my skin without any side effects. This moisturizer is very light n gets absorbed very quickly without making my face look oily or sticky. I am using this from past 1 week twice a day after cleansing my face and now my face has become soft, smooth and glowing. Also, I have noticed reduction in my acne and acne scars. I will always have this with me.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61OvHdwsAlL.jpg,https://images-na.ssl-images-amazon.com/images/I/81V0yog0xNL.jpg"
389,389,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","Urban Botanics has come up with a Neem and basil mattifying moisturizer, which is specially meant for those with oily and acne-prone skin. It hydrates and soothes the skin, giving it a mattifying look. Unlike other moisturizers, Urban Botanics moistirizes dry areas of the skin, without leaving it greasy and shiny.Unlike many skincare products these days, Urban Botanics Moisturizers are free from parabens. It contains natural extracts and non comedogenic ingredients to ensure zero side effects. Pour a small quantity of moisturizer on your finger tips and gently massage on your face and body parts. Let your skin breathe!",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71UMmJkBqaL.jpg
390,390,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml",Urban botanic neem and basil mattifying moisturiserThis is genuinely one of the best moisturiser I have tried and to be honest I am never fully happy and satisfied with most of the moisturisers I have used . There are lot of things I have loved about this product .🌿 Urban botanics moisturizer is everything I ever wanted . It can work for all skin types but it does wonders for oily skin specially like mine . It hydrated the skin and still gives it a matiffying finish without making it greasy🌿 This moisturizer has Basil and Neem extracts ( quite and interesting combination) which helps in clearing acne and TAkes care of sensitive skin.🌿It also helps in keeping the skin clean clear and mainly helps in unclogging the pores of the skin🌿 It has a very light texture and gets absorbed very quickly into the skin without giving it more shine .🌿 The packaging is very premium and elegant . It comes with a press nozzle which makes it easy to use .🌿 The fragrance is very mild and subtle so it doesn’t bother us after applying .🌿 What I loved about this product is it keeps my face moisturized for 8-9 hours . ( ps - I even use it as a primer before applying makeup )🌿 oh Wait there is still something more I love about this product it’s 100 percent vegan *cruelty-free * Parabens-free * phthalate-free .So guys do try this product cos it’s a must try product specially for summers and for oily skin / combination skin people,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/81tbP2+WpKL.jpg
391,391,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","I am not very comfortable trying new moisturizers 🙈 but this one totally caught me especially the mattifying effect❤️🤩Firstly because it's oil free, you won't feel your skin greasy or oily. Even I applied it on my face, it's best for oily/acne prone skin.🤩😍Secondly I loved it's packaging the super tight cover and easy to carry bottle. You can easily keep it in your bag and travel without any spilling issues🤭🤗So get your bottle without any second thoughts, you will love it.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71+fPcbffIL.jpg
392,392,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","I am using UrbanBotanics Oil Free Moisturizer from almost two weeks. I use it as a daily moisture for my face- use it after bath. I know it is quite less time to judge a product but i have seen a great change on my face.🛑It’s an Lightweight and non-greasy lotion keeps skin moisturized for 12 hours.It absorbs quickly into skin, leaving it feeling soft and smoother🛑CLEAR SKIN WITH NEEM & BASIL Nature inspired ingredients in this oil free moisturizer help clear over reactive, sensitive, oily, delicate or blemish-prone skin by helping to soothe & condition a clean, clear, even skin tone & help unclog pores.🛑100% VEGAN, CRUELTY-FREE & SAFE🛑It is an must recommendation for oily and acne prone skin❤️💁🏻‍♀️🛑The presentation and packaging is good.🛑One thing i loved about the product is that it doesn’t left any white cast on your skin. Allow your skin to breath.🛑the smell is also good.I loved the product and it’s an must recommendation to all❤️🌈🌈",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71+fVFRvd3L.jpg,https://images-na.ssl-images-amazon.com/images/I/71P+0DghpbL.jpg,https://images-na.ssl-images-amazon.com/images/I/81TwfRVEQtL.jpg,https://images-na.ssl-images-amazon.com/images/I/81tKQ7zAC3L.jpg"
393,393,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","The fragrance is okay okay, not very sweet smelling but the best part is that it doesn't stay for long (the fragrance) and doesn't make your face smell different from your body. The moisturising effect is quite good. If you're a person who goes out with a no-makeup look everyday, then you can wear this moisturizer and it stays all day long. And if you have really oily skin and you love to apply makeup then you can use it as a primer as well, it works quite well in that case. Overall it's a good product and I would recommend it to people with oily skin and very oily skin. I don't know if it'll work for sensitive or dry skin. Plus the best this is the packaging and I really like the pump feature in it, it gives you adequate amount of product in one pump.",4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71M1wU03QSL.jpg
394,394,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","My Mom has oily skin so she has been using this moisturizer from last 1 week and she totally loved it .. you don't need to reapply it after 1 or 2 hours .. it keep your face moisturized for more than 12 hours which is the best part . It is also free from Parabens , phthalates ,propylene glycol , SLS , DEA and PABA and has natural ingredients like Neem and Basil.A big thumbs up for its sleek and classy packaging and it has press nozzle which makes it even more hygeinic . It is very light and non-greasy and has very mild fragrance .LOVED IT ♥️ HIGHLY RECOMMENDED 👍",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71iPXmPo24L.jpg,https://images-na.ssl-images-amazon.com/images/I/81ok+g7zzdL.jpg"
395,395,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","I have been always looking for a non oily mosturiser since a long time as I came across the UrbanBotanics Oil Free Moisturizer For Face. It is a Mattyfying Moisturizer which suits my skin even though I am a dry sensitive type! I tend to breakout super quick but with the natural extracts like Neem & Basil the breakouts are seems to have reduced and calm down. Love the Oil-free formula absorbs quickly into skin, eliminating dryness without leaving skin greasy or shiny. It is also non-comedogenic as it won't clog pores which can cause breakouts. The lightweight and non-greasy lotion keeps skin moisturized. The sheer formula absorbs quickly into skin which is definitely the what I look in a moisturiser. CLEAR SKIN WITH NEEM & BASIL Nature inspired ingredients in this oil free moisturizer help clear over reactive, sensitive, oily, delicate or blemish-prone skin by helping to soothe & condition a clean, clear, even skin tone & help unclog pores.The best part about this product is 100% vegan, paraben-free and phthalate-free.It is definitely worth the money.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61cwZ3dz-xL.jpg
396,396,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","Well personally saying I have experiment a lot many moisturizers never found one with basil and neem combination which is lightweight and non-greasy lotion keeps skin moisturized for 12 hours. No doubt the smell is soothing and the product is new but effective. Its Oil-free formula absorbs quickly into skin, eliminating dryness without leaving skin greasy or shiny. It is also non-comedogenic, so it won't clog pores which can cause breakouts. CLEAR SKIN WITH NEEM & BASIL Nature-inspired ingredients in this oil-free moisturizer help clear over-reactive, sensitive, oily, delicate or blemish-prone skin by helping to soothe & condition a clean, clear, even skin tone & help unclog pores.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61ouIXKLx-L.jpg
397,397,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","This is very good & amazing moisturiser. You can purchase this product from @amazondotinI have an oily skin and this moisturiser is meant for oily skin.. The neem and basil mattifying moisturiser by Urban Botanics is great for sensitive skin.The packaging is very elegant and it comes with a press nozzles for easy application.It has a very nice subtle fragrance and the texture is smooth and light.Gets absorbed quickly upon application. It's a quality product and though its meant for oily skin, I find it great for normal skin as well.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71vhaqwkYNL.jpg
398,398,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","I use this product once in week or so after just washing my face. The best part is that it gives a matte finish. It is a best choice if you're attending a function..Just use pea sized portion to use. Wear maximum of 2 layers for best results. Leave the moisturizer to cool off before applying make up..Product doesn't cake up and it doesn't crease either..Overall, loving it 🤩💯",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/81HLEfY8X5L.jpg
399,399,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","This is a very light weight and soothing moisturizer that is gentle for even sensitive skin. Being free of parabens and harmful chemicals, it is currently my favourite moisturizer. It's oil free and doesn't irritate my skin and hydrates my skin perfectly. It leaves a glowy and suplle skin after application. It's worth a try!",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61xXuAfAKQL.jpg,https://images-na.ssl-images-amazon.com/images/I/71SweRmktQL.jpg"
400,400,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml",I needed a moisturizer which hydrates my face but doesn’t make it oily or greasy and I got my hands on this mattifying moisturizer. Packaging is travel friendly. It comes in plastic pump bottle which makes easier to take the product. It doesn’t make my face oily or greasy and it is perfect for sensitive skin. It’s free from parabens and sls. It gets absorbed into your skin very fast and easily. It has neem in it which means it will keep your skin free from impurities and acne/pimples. A must try product especially for summers and oily/combination skin people.,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71YRB1rCwPL.jpg,https://images-na.ssl-images-amazon.com/images/I/71Yq+YxNaBL.jpg,https://images-na.ssl-images-amazon.com/images/I/71oSRL1aq2L.jpg,https://images-na.ssl-images-amazon.com/images/I/8159uhucVVL.jpg,https://images-na.ssl-images-amazon.com/images/I/8197rd5uCUL.jpg,https://images-na.ssl-images-amazon.com/images/I/81O5MkTnnBL.jpg,https://images-na.ssl-images-amazon.com/images/I/81V-pftfUSL.jpg,https://images-na.ssl-images-amazon.com/images/I/81x5rw6S2DL.jpg"
401,401,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","I was looking for some 100%vegan moisturizer, and I found this one.  It is 𝐟𝐫𝐞𝐞 𝐟𝐫𝐨𝐦 𝐡𝐚𝐫𝐦𝐟𝐮𝐥 𝐜𝐡𝐞𝐦𝐢𝐜𝐚𝐥𝐬 likes PABA, SLS, parabens, and phthalates.⁣⁣⁣⁣ This is oil free, lightweight, and has the neem & basil extracts which is good for the acne prone skin. It helps keeping face hydrated and supple without giving an oily feel.⁣⁣⁣⁣ N we need just little amount of it and we are done. Even after one use one can feel the difference on skin, it gives mattifying effect to skin.I am in love with this, will definitely order again. Give it a try guys!!",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61Ld10873fL.jpg
402,402,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","I'm using this Urban Botanics Neem and Basil Mattifying Mositurizer from more than a week. I literally really really loving this. This moisturizer gives me soft, smooth and glowing skin. This is non oily and keep skin moisturized the whole day. Only a small portion of the moisturizer is enough and massage it gently on the face in circular motion. This moisturizer hydrated and soothes your skin. If you having really sensitive and acne prone skin this will be really helpful because it gives you cooling effect with helps in dryness, redness and itcness. Because I have that type of skin and it's working so good for me.The best thing is this mositurizer is made of neem, basil and other natural extracts. Plus it's free 100% vegan, cruelty free, paraben free , phthalates free, and safe.This product is a must try and highly recommend.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71JX0vbQsyL.jpg,https://images-na.ssl-images-amazon.com/images/I/71WTc36s+xL.jpg,https://images-na.ssl-images-amazon.com/images/I/71lP6z9Q8xL.jpg"
403,403,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml",I really love this product. This is best for those who have an oily skin/acne prone/sensitive skin type. This product feels like a silicone base and can really feel the smoothness instantly.I have been using the product for almost a week nowAnd really one week is usually a less time to judge a product but trust me I am working and apply it in the morning while leaving for office for almost a week now and have felt it .It is really good face moisturizer for oily and acne prone skin.I could feel the difference on my face in such a short duration it is not sticky such a light moisturizer a complete package in oneFinally I can really on this product for sure and need not search internet for more optionsBecause options are endless but there are few ND limited products that are makes for you and your skin.How to use it ?Pump small quantity of product on your finger tips and massage on you face .☀️ Use it as moistuzer in morning .🌑 Use it night skin care regimen cream .Satisfied with This 🌱Neem And Basil 🌿 moisturizer .Highly Recommend,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/41hHjNpK-0L.jpg
404,404,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml",This moisturizer is for oily skin and gives a mattifying look once applied. It also helps in moisturizing dry areas and leaves it shiny. It helps my skin breath and the best part is it's SLS PARABEN FREE. My skin glows diffently since I have started using this face moisturizer. Totally satisfied with this product. Using since a month and it's perfect for my face skin.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71QMnKYmFqL.jpg
405,405,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml","Really a nice one! It has got nice fragrance, not sticky at all, moistures skin really well - used it for hnds, foot and even face and have no complaints.And above all it is an organic one with benefits of Neem and Basil which itself have a lot of good effects on skin. Highly recommended!",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71lCkKryuqL.jpg
406,406,B07Y3XB8HZ,"UrbanBotanics® Oil Free Moisturizer For Face - Mattyfying Moisturizer - With Neem & Basil Extract - For Normal, Oily & Acne Prone Skin, 100ml",I've purchased this product from amazon. I liked the packaging and the delivery was fast. The product is absolutely awesome. I'm trying this for a month now and I'm really happy with results. It's not sticky and very little oily. I loved this product.,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/81QYM4D3blL.jpg,https://images-na.ssl-images-amazon.com/images/I/81Vi9OskmEL.jpg"
