,pid,ASIN,product_name,review,rating,img_link
174,174,B07ZKRZMP8,"Kaya Youth Oxy-Infusion Night Cream, Boosts Skin Oxygen, Replenishes skin moisture overnight, Gives youthful glowing skin, Developed by Dermatologists, 60 gm",Good mosturizing cream. Feels fresh n glowing.and it suits for my skin also as my skin is very dry. Good product.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61qzkTh9g2L.jpg
175,175,B07ZKRZMP8,"Kaya Youth Oxy-Infusion Night Cream, Boosts Skin Oxygen, Replenishes skin moisture overnight, Gives youthful glowing skin, Developed by Dermatologists, 60 gm",The brand Kaya is not new for me... I has delivered visible changes in my skin n now when I felt that my face need a night cream my first preference is Kaya...,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/51hSvtMzehL.jpg
176,176,B07ZKRZMP8,"Kaya Youth Oxy-Infusion Night Cream, Boosts Skin Oxygen, Replenishes skin moisture overnight, Gives youthful glowing skin, Developed by Dermatologists, 60 gm",I am using for the first time and it's really working.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/51wNPRDCRbL.jpg
177,177,B07ZKRZMP8,"Kaya Youth Oxy-Infusion Night Cream, Boosts Skin Oxygen, Replenishes skin moisture overnight, Gives youthful glowing skin, Developed by Dermatologists, 60 gm",Cream is very good. It is good for my skin,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/81rGUMySjYL.jpg
178,178,B07ZKRZMP8,"Kaya Youth Oxy-Infusion Night Cream, Boosts Skin Oxygen, Replenishes skin moisture overnight, Gives youthful glowing skin, Developed by Dermatologists, 60 gm","I have just used this product for the 2nd time, it's amazing on my skin, it has worked wonders. I'm continuing to use it. I had frekles on my face and it seems to now smoothen out my face and prevents it from getting too dry. I like the cream",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/610rhP-SWTL.jpg
179,179,B07ZKRZMP8,"Kaya Youth Oxy-Infusion Night Cream, Boosts Skin Oxygen, Replenishes skin moisture overnight, Gives youthful glowing skin, Developed by Dermatologists, 60 gm",I am going to Kaya for some treatments and they recommended this for me. I found prices at clinic a bit high so ordered this from Amazon. It is a trusted skin brand and I found no issues while using this night cream. It helps keep my skin moisturized and soothes my skin post my treatment.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/51qJqNu1WNL.jpg
180,180,B07ZKRZMP8,"Kaya Youth Oxy-Infusion Night Cream, Boosts Skin Oxygen, Replenishes skin moisture overnight, Gives youthful glowing skin, Developed by Dermatologists, 60 gm",I was in a hunt for a cream which can work overnight on my skin and finally found this one. It is lightweight with a scented essence and its work overnight on the skin by supplying it ample oxygen. It also revitalizes the skin by tightening it too.,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71S7ipZt7IL.jpg,https://images-na.ssl-images-amazon.com/images/I/71YV-nEJIdL.jpg"
181,181,B082YZLYBZ,"WOW Skin Science Organic Apple Cider Vinegar Face Moisturizer - Oil Free, Quick Absorbing - For Normal/Oily and Acne Prone Skin - No Parabens, Silicones, Mineral Oil, Color, 100 ml",This oil free quick absorbing moisturizer helps to maintain moisture barrier of your skin without making it greasy.Its free from mineral oil.Free from silicone'sFree from Parabens and color that is perfect for skin.,4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61EMPtLKbwL.jpg
182,182,B082YZLYBZ,"WOW Skin Science Organic Apple Cider Vinegar Face Moisturizer - Oil Free, Quick Absorbing - For Normal/Oily and Acne Prone Skin - No Parabens, Silicones, Mineral Oil, Color, 100 ml","A lot of thought and research went into me buying this product. I chose this as it is vegan and paraben and alcohol free. But to my disappointment, it is not up to the mark.The things I didn't like are:1. It is not totally chemical free.2. The smell is kinda weird, which is obviously subjective.3. It knocked off the ph balance of my skin. My skin itches everytime I apply it.4. Started using it during winter. It did not work well as a mosturizer.5. It's a bit pricyThings which I liked:1. It is vegan and cruelty free.2. It is very light weighted as it is promised.",3.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71sic1KXPdL.jpg,https://images-na.ssl-images-amazon.com/images/I/81n9oXxupvL.jpg"
183,183,B082YZLYBZ,"WOW Skin Science Organic Apple Cider Vinegar Face Moisturizer - Oil Free, Quick Absorbing - For Normal/Oily and Acne Prone Skin - No Parabens, Silicones, Mineral Oil, Color, 100 ml",Such a good moisturizer for oily skin and I m totally satisfied with the product,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/7161wZgpkpL.jpg,https://images-na.ssl-images-amazon.com/images/I/71QJf44ysaL.jpg"
184,184,B082YZLYBZ,"WOW Skin Science Organic Apple Cider Vinegar Face Moisturizer - Oil Free, Quick Absorbing - For Normal/Oily and Acne Prone Skin - No Parabens, Silicones, Mineral Oil, Color, 100 ml",Like this product,4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71OliMPH-0L.jpg
185,185,B082YZLYBZ,"WOW Skin Science Organic Apple Cider Vinegar Face Moisturizer - Oil Free, Quick Absorbing - For Normal/Oily and Acne Prone Skin - No Parabens, Silicones, Mineral Oil, Color, 100 ml",It's a face moisturiser with certified organic ingredients. It not only moisturises but also nourishes the skin with Himalayan Apple Cider Vinegar and Beetroot extract. It's non-greasy and very light on skin. I am using it twice a day and it keeps my skin well moisturised.,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71cCRCako5L.jpg,https://images-na.ssl-images-amazon.com/images/I/71uVi60JFlL.jpg"
186,186,B082YZLYBZ,"WOW Skin Science Organic Apple Cider Vinegar Face Moisturizer - Oil Free, Quick Absorbing - For Normal/Oily and Acne Prone Skin - No Parabens, Silicones, Mineral Oil, Color, 100 ml","This moisturiser is not only good from packaging but also has positive results  after application. It helps in removing  excess oil from face, and keeps the skin hydrated for 24 hours. We can really feel the skin smooth and glowy.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/81D9RRjFDiL.jpg
187,187,B071SDS4ZM,"Lacto Calamine Daily Face Care Lotion, Oil Balance for Combination Skin, 120ml (Pack of 2)",I am using Lacto Calamine since very long and I must tell you that it is one of the best lotion. It balances oil perfectly and nourishes your skin. I recommend you to use it during night time before sleep. Definitely give it a try!,4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61xkiqlsywL.jpg
188,188,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml","mCaffeine Naked & Raw Coffee Body Lotion is perfect for daily moisturization and will perk up  mood with the great aroma of Coffee.It is extremely hydrating, pleasing and soothing to body. It is good for dry skin as well as oily skin. It provides good moisture to the skin and leaves your skin glowing. Love the fragrance though. It also includes Vitamin C as one of the ingredients which  is a natural sun-protector and improves the overall health of the skin. It also has Shea Butter & Cocoa Butter which nourishes the skin.Best part of the product is it is paraben free hence used for sensitive skin too. Highly recommended. must try.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71SaSF2tKbL.jpg
189,189,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml","Loved the coffee aroma of the moisturizing lotion. Leaves skin very soft and refreshing and silky. Love using it at evens out the tone and makes skin very soft. Extracts of water lily hydrates skin, caffeine tones skin, vitamin-c protects from sun damage and shea butter helps in skin softens. Made from natural ingredients. It’s free from mineral oil, paraben free, dermatologists tested and not tested on animals. Favourite lotion till now as it is not at all greasy on skin.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61xwPBqSgDL.jpg,https://images-na.ssl-images-amazon.com/images/I/71IR9QOkmTL.jpg,https://images-na.ssl-images-amazon.com/images/I/71dbalbZH4L.jpg"
190,190,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml",mCaffeine Naked and Raw Coffee Body Lotion is a non-greasy lotion suitable for all skin.. moisturizing especially for normal to oily skin.Mcaffeine is a really great brand.....this lotion quickly absorbs into your skin and gives a smooth touch...The fragrance is really so good.love their coffee fregrance.  Wud love to recommending to all,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71GnMMQilBL.jpg,https://images-na.ssl-images-amazon.com/images/I/71GnMMQilBL.jpg,https://images-na.ssl-images-amazon.com/images/I/71v1QSnzFnL.jpg"
191,191,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml","I tried this product for the first time,it is awesone,my skin is so dry specially in winters but it gives moisture to my skin for long with a sweet frangrance just make other person to think that I have appliy scent.It really works",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61bzZwg8RIL.jpg,https://images-na.ssl-images-amazon.com/images/I/71poMqTWl4L.jpg"
192,192,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml","Firstly, the fragrance is irresistible. The lotion last long enough to moisturise the skin and provide a better experience. The quality of moisturiser is very good. The packaging (bottle) is lot better than most of the other products I used earlier. A Must try!!",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/51D5Qv3JhdL.jpg
193,193,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml",This body lotion is non greasy and very soothing. It has very pleasant aroma which up lifts the mood. This provides very effective moisturization to the skin. This is suitable for oily as well as normal skin type and hydrates skin for soft and supple skin. The ingredients used are very satisfying. Over all the product is very good.,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71-w9NmjaWL.jpg,https://images-na.ssl-images-amazon.com/images/I/713utLk6HDL.jpg"
194,194,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml","Definetly one of the best mosituriser. The tecture scent is good.. I would not suggest it for face even though it can be used, coz for me it gave a little oily look aftr hours.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61CWMjryGwL.jpg
195,195,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml",This lotion moisturizes your skin so well and also makes your skin soft..I love the fragrance also..So a big thumbs👍Totally value for money,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/716CmUZK4DL.jpg
196,196,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml",Super easy to applyThe scent is really nice and strongIt lasted for a pretty long timeMy skin get greatLight and non oily,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71prX5qw4-L.jpg
197,197,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml",I would recommend every product of this brand. The lotion stays for every type of skin. Moistures really well. Removes dead skin and smells good.,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71K4uDoBzoL.jpg,https://images-na.ssl-images-amazon.com/images/I/818ZwlNA2wL.jpg"
198,198,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml",This product provide a good moisture to skin.Smells great just like a blend of coco and coffee.It stays in skin for a long time. Overall 5 star to this product,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/81xcazHHVvL.jpg
199,199,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml",Strong aroma of coffee.Hydrates very well.Last for long time as well.Absorbs quickly.It's removing my Tan which i like most.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/716Nn-21ZrL.jpg
200,200,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml",Love the scent as always... addicted to mcaffein .. lotion is very moisturizing...  Would love to buy more ... Perfect,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71ueO-Sfc0L.jpg,https://images-na.ssl-images-amazon.com/images/I/81B5PBCfOlL.jpg"
201,201,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml",Nice smell,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61hkpR8LazL.jpg,https://images-na.ssl-images-amazon.com/images/I/61qiobCZUvL.jpg"
202,202,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml",amazing fragrance and its perfect for moisturising our body. It's non- greasy.  It's very easy to use just pump the lotion on palm and gently massage it over dry areas of body .i personally recommend using it daily,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/618RWxJgxeL.jpg
203,203,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml","Cold weather creates dryness in the skin and a regular body lotion application is required. I saw coffee based products on Amazon and was curious to use them. This body lotion is from mccaffiene which is a chocolate based body lotion. So for starters it smells amazing, apart from that the moisturizer properties are also great. I am fairly amazed by the body lotion and am satisfied for sure.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61Fo6O3AbgL.jpg,https://images-na.ssl-images-amazon.com/images/I/71-mGEMwCOL.jpg,https://images-na.ssl-images-amazon.com/images/I/710EJMf-MeL.jpg,https://images-na.ssl-images-amazon.com/images/I/71ZToHNsUJL.jpg,https://images-na.ssl-images-amazon.com/images/I/71hIsjxWk5L.jpg,https://images-na.ssl-images-amazon.com/images/I/71pNnH1DH0L.jpg"
204,204,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml","Good moisturizer. It is non sticky, get absorbed quickly. I use it before bed, my skin feels soft even in morning. Would have given 5stars if it was unscented. I completely hate the smell, though my son likes it. It smells like cigar not coffee or floral. Good thing is smell fades aways after some time. And it isn't too strong.",4.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71UUkBgrBzL.jpg,https://images-na.ssl-images-amazon.com/images/I/71o0sNTNuSL.jpg"
205,205,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml","This body lotion is my favorite now, bought this few days ago and really loved how this makes my skin soft and glowing, the scent is really good, the longevity is really good. The smell is really refreshing, the texture of the cream is really impressive because its non greasy and light weight on skin. Perfect for winters. The scent of white Lilly with coffee just compliments.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61lvAaqN40L.jpg,https://images-na.ssl-images-amazon.com/images/I/71VdI1acE+L.jpg"
206,206,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml",Gifted my mom and she is very happy with the product as it is very economical if we consider the quality of the product..,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71SUho0IYWL.jpg
207,207,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml","In winter my skin gets dry, i was searching for best moisturizer then i stopped at mcaffeine, at first i wasn't sure about this but after using it i am big fan of mcaffeine. It exactly smells like coffee and is worth the price and is also very long lasting.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71bYhNxvrAL.jpg
208,208,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml","This lotion is a very sweet smelling & lightweight, gel-based moisturizer, perfect for oily skin types. It keeps my skin well hydrated, without leaving excess greasiness behind.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61RHo2NWTSL.jpg,https://images-na.ssl-images-amazon.com/images/I/81N41wsX87L.jpg"
209,209,B07YL51LP7,"mCaffeine Naked & Raw Coffee Body Lotion | Moisturization | White Water Lily, Shea Butter | Normal to Oily Skin | Paraben & Mineral Oil Free | 200 ml",Bought this moisturizer for my lady snd found this one to very soothing and smooth. The scent of the perfume is very refreshing and feels great. The quality by now is excellent and thanks to mccaffeine seller and amazon for same-day delivery,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/81JMurb-jGL.jpg,https://images-na.ssl-images-amazon.com/images/I/81eJgGsMm7L.jpg"
210,210,B00CBRJ34E,"Parachute Advansed Body Lotion Deep Nourish, 400 ml","Received it quickly because of Amazon prime, no damaged in box but bottle have not a seal on top which doesn't confirm the originality of product or contained liquid in it.",3.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61c3+6CYsxL.jpg,https://images-na.ssl-images-amazon.com/images/I/71hp-y4TETL.jpg,https://images-na.ssl-images-amazon.com/images/I/71mLxnbbKVL.jpg,https://images-na.ssl-images-amazon.com/images/I/71tGnoxgP9L.jpg"
211,211,B00CBRJ34E,"Parachute Advansed Body Lotion Deep Nourish, 400 ml","I found it very good moisturizer. A comparison may be more helpful:-Moisturizing power:Coconut oil>Jac Olivol>Keokarpin body oil>Vaseline intensive care>Parachute deep nourish (Parachute deep nourish can moisturize mild dry skin for a day)-Stickiness:Parachute deep nourish<Vaseline intensive care<Keokarpin body oil<Jac Olivol<Coconut oil (Parachute deep care instantaneously gets absorbed in skin)-Fragrence:Parachute deep nourish>Jac Olivol>Keokarpin body oil>Coconut oil>Vaseline intensive care (Parachute deep nourish has good but intense smell, Smell of Keokarpin body oil is pleasant, personally I don't like the smell of Jac Olivol)Thickness:Vaseline intensive care (Lotion)>Parachute deep nourish(Lotion)>Coconut oil>Jac Olivol(Oil)=Keokarpin body oil-Ease of application:Parachute deep nourish>Vaseline intensive care>Keokarpin body oil=Jac Olivol>Coconut oil-Required amount:Coconut oil<Keokarpin body oil<Jac Olivol<Vaseline intensive care<Parachute deep nourish (Good amount of Parachute deep nourish is required, so it will get finished fast.)",4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61RzaWpr8OL.jpg
212,212,B00CBRJ34E,"Parachute Advansed Body Lotion Deep Nourish, 400 ml",When I need to buy a body lotion I was thinking it's good for me or not?But after using parachute it's amazing really awesome fragrance not require for deo after applying this lotionAmazon delivery is very goodHandling product is goodPacking was goodAfter all I refere to buy it with closed eyesI brought in 138 from lighting deal,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71ijM-j31wL.jpg,https://images-na.ssl-images-amazon.com/images/I/71t900Vf0+L.jpg"
213,213,B00CBRJ34E,"Parachute Advansed Body Lotion Deep Nourish, 400 ml","I have been using parashute products since my childhood. I have always loved their products. I am in love with this product as well.  Parachute Advansed Body Lotion - DEEP NOURISH is specially crafted for extra dry skin. It provides deep nourishment. It is enriched with goodness of Coconut Milk & 100% Natural moisturizers. Its COCOLIPID TM FORMULA goes 10 layers deep to boost your natural glow.  It penetrates the skin cells and locks in moisture; thus strengthening the skin barrier from within unlike some other lotions which are only occulent.  Non-sticky fast absorbing formula with unique moisture lock technology that prevents moisture loss enriched with Coconut Milk & 100% Natural moisturizing properties, nourishes the skin making it soft and supple all day long. Helps retain skin's natural moisture. And its fragrance.  Apply the Parachute Advansed Deep Nourish Body Lotion generously all over your body after a bath or shower or before you go for a sweet night sleep and massage in circular motions, paying special attention to any dry areas.  Worth trying product. Give it a try. All the best for your purchase.🤗🤗🤗🤗🙂🙂🙂🙂",4.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/716v+lZNqrL.jpg,https://images-na.ssl-images-amazon.com/images/I/71diPbEHztL.jpg"
214,214,B00CBRJ34E,"Parachute Advansed Body Lotion Deep Nourish, 400 ml","This lotion is the best ,absorbs quickly than other lotions I've used ,keeps the skin hydrated and moisturised for 3 days and love the fragrance.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/611Ja-Sl5IL.jpg,https://images-na.ssl-images-amazon.com/images/I/71ryEnNAp-L.jpg"
215,215,B00CBRJ34E,"Parachute Advansed Body Lotion Deep Nourish, 400 ml",Lotion is good.....♡ Specially for winter. ...☺☺,4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/716gwcom+jL.jpg
216,216,B00CBRJ34E,"Parachute Advansed Body Lotion Deep Nourish, 400 ml","So good I really like it,  as I am staying in Hyderabad I didn't find this product I  searched so many shops I was really disappointed, as I was having bad experience with Amazon last year I did not purchase anything, I was afraid to order it even though  taking some breath I have order this is really Awesome  thank you Amazon",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/613eDF5Pb6L.jpg,https://images-na.ssl-images-amazon.com/images/I/61BBAIouJqL.jpg"
217,217,B00CBRJ34E,"Parachute Advansed Body Lotion Deep Nourish, 400 ml",Quantity compared to price is goodGives you a shining look on skinWell moisturizesStays longer,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71LFzNYzKFL.jpg
218,218,B00CBRJ34E,"Parachute Advansed Body Lotion Deep Nourish, 400 ml","Nice fragrance,absorbed quickly,can't feel oily after applying...",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71lK+WaEsfL.jpg,https://images-na.ssl-images-amazon.com/images/I/71nRBsCaXAL.jpg"
219,219,B00CBRJ34E,"Parachute Advansed Body Lotion Deep Nourish, 400 ml",Slightly dark smell. Lotion is nongreasy and keeps skin smooth. According to the price it is a very good quality lotion.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71JEo9QyOgL.jpg
220,220,B00CBRJ34E,"Parachute Advansed Body Lotion Deep Nourish, 400 ml",The flip cap is delicate and low quality  plastic. Parachute is well known brand in India... Need to try this moisturizer.,4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61IVZgPYroL.jpg
221,221,B00CBRJ34E,"Parachute Advansed Body Lotion Deep Nourish, 400 ml",This is a really good body moisturiser. it’s really thick and have a pleasing smell and this do tends to mekae my skin soft and supple.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/8197SI8wK7L.jpg
222,222,B00CBRJ34E,"Parachute Advansed Body Lotion Deep Nourish, 400 ml",The fragrance is just amazing. And it's also does moisturises the skin. It's definitely not making any wonders or anything. But for this price definitely amazing. The bottle itself is very pretty.,4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61rcGhkcS0L.jpg
223,223,B00CBRJ34E,"Parachute Advansed Body Lotion Deep Nourish, 400 ml",When I received my both item Intex power bank and parachute body lotion with in 600 +164 RS/ so after open this box I m shock bcz power bank look like old with scratch and body lotion is not seal pack,1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61Kl-ttPf0L.jpg,https://images-na.ssl-images-amazon.com/images/I/61pmipwKOSL.jpg,https://images-na.ssl-images-amazon.com/images/I/71R6RuWB0+L.jpg,https://images-na.ssl-images-amazon.com/images/I/71RJc8aG9GL.jpg"
224,224,B07VV5R3FB,"BOROPLUS Doodh Kesar Body Lotion, 400 Ml, 400 ml",Nice product i got it Today. nice thickness and smell. Nourishing the skin well.I'll update the feedback after several days of using for its effect on skin.Price is also cheaper than market.,4.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/616vLygYFzL.jpg,https://images-na.ssl-images-amazon.com/images/I/61LXv4-wU6L.jpg,https://images-na.ssl-images-amazon.com/images/I/61nbULB3bhL.jpg"
225,225,B07VV5R3FB,"BOROPLUS Doodh Kesar Body Lotion, 400 Ml, 400 ml",Actual price of the product is 230 of 300ml in which you can get one more bottle of 300 ml in the offer buy 1 get 1 free but they hid the offer by sticker when i skretched the sticker i came to know i got the offer bottle. Great 🤨But the mosturizer is really awesome. 👍,3.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61L4W0-1m-L.jpg,https://images-na.ssl-images-amazon.com/images/I/61zSqxC5RnL.jpg"
226,226,B07VV5R3FB,"BOROPLUS Doodh Kesar Body Lotion, 400 Ml, 400 ml",Ordered boroplus and got nivea.,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/81Kdx6Q2lAL.jpg
227,227,B07VV5R3FB,"BOROPLUS Doodh Kesar Body Lotion, 400 Ml, 400 ml",It is the soft moisturizing lotion it is very milky that quite easily mash to our body.its reasonable and value for money.this is a complete solution for my dry skin.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/717qtDGrwGL.jpg
228,228,B07VV5R3FB,"BOROPLUS Doodh Kesar Body Lotion, 400 Ml, 400 ml",This is an absolutely fake product.. do not buy.. i have been using it for a year.. And can recognise.. Even the dispensing nozzle is not even working.. Wasted my money.. Wanted it badly and because of excessive Washing of hands my hands were feeling like a piece of wood,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71ugs7Dyy-L.jpg
229,229,B07VV5R3FB,"BOROPLUS Doodh Kesar Body Lotion, 400 Ml, 400 ml",Amazing moisturizing body lotions____ nice smell,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61cDCCCPttL.jpg
230,230,B07VV5R3FB,"BOROPLUS Doodh Kesar Body Lotion, 400 Ml, 400 ml","Product is goodBut the seller is not.They sent a broken bottle, as the missing part of the bottle was not in the box.Weight was also not complete.Feeling cheated",4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71cMkRXcVzL.jpg
231,231,B07VV5R3FB,"BOROPLUS Doodh Kesar Body Lotion, 400 Ml, 400 ml",Very nice products,4.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61F8wwpmNGL.jpg,https://images-na.ssl-images-amazon.com/images/I/71cmMNKYhOL.jpg"
232,232,B07VV5R3FB,"BOROPLUS Doodh Kesar Body Lotion, 400 Ml, 400 ml",World worst product.. moisturizer is leaking completely disgusting ..I want to say every one about dis product please do not purchase moisturizer or any cream from online shopping..I got damaged and leaked product ..there is no cap on moisturizer.. seriously disgusting..bc,1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/51H1x4ycooL.jpg,https://images-na.ssl-images-amazon.com/images/I/71ElXg5afwL.jpg"
233,233,B07VV5R3FB,"BOROPLUS Doodh Kesar Body Lotion, 400 Ml, 400 ml",Delivered a damaged piece. After complaint they delivered a fresh piece. Therefore I change from 1* to 5*. Moisturizing cream is a good product.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61puJxnJZiL.jpg
234,234,B07VV5R3FB,"BOROPLUS Doodh Kesar Body Lotion, 400 Ml, 400 ml",Product is good...but the packaging is very disappointing....it got leaked...and I can't return it...very sad feeling....first time disappointed with Amazon...,1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61EzEmEhUeL.jpg,https://images-na.ssl-images-amazon.com/images/I/61YZ317qLtL.jpg"
